2024-07-22 00:22:04 [main] INFO  testNGBasePack.BaseClass - correct Link: 200
2024-07-22 00:22:04 [main] INFO  testNGBasePack.BaseClass - correct Link: 200
2024-07-22 00:22:04 [main] INFO  testNGBasePack.BaseClass - correct Link: 200
2024-07-22 00:22:06 [main] INFO  testNGBasePack.BaseClass - correct Link: 200
2024-07-22 00:22:06 [main] INFO  testNGBasePack.BaseClass - correct Link: 200
2024-07-22 00:22:06 [main] ERROR testNGBasePack.BaseClass - Link Amazon Prime
Amazon.com
https://www.amazon.com › amazonprime is broken with error code: 429
2024-07-22 00:22:07 [main] ERROR testNGBasePack.BaseClass - Link Amazon Prime @ Amazon.com is broken with error code: 503
2024-07-22 00:22:08 [main] ERROR testNGBasePack.BaseClass - Link Prime Membership Benefits is broken with error code: 503
2024-07-22 00:22:08 [main] INFO  testNGBasePack.BaseClass - correct Link: 200
2024-07-22 00:22:09 [main] INFO  testNGBasePack.BaseClass - correct Link: 200
2024-07-22 00:22:09 [main] INFO  testNGBasePack.BaseClass - correct Link: 200
2024-07-22 00:22:09 [main] INFO  testNGBasePack.BaseClass - correct Link: 200
2024-07-22 00:22:10 [main] INFO  testNGBasePack.BaseClass - correct Link: 200
2024-07-22 00:22:10 [main] INFO  testNGBasePack.BaseClass - correct Link: 200
2024-07-22 00:22:10 [main] INFO  testNGBasePack.BaseClass - correct Link: 200
2024-07-22 00:22:11 [main] INFO  testNGBasePack.BaseClass - correct Link: 200
2024-07-22 00:22:11 [main] INFO  testNGBasePack.BaseClass - correct Link: 200
2024-07-22 00:22:11 [main] INFO  testNGBasePack.BaseClass - correct Link: 200
2024-07-22 00:22:12 [main] INFO  testNGBasePack.BaseClass - correct Link: 200
2024-07-22 00:22:12 [main] INFO  testNGBasePack.BaseClass - correct Link: 200
2024-07-22 00:22:12 [main] INFO  testNGBasePack.BaseClass - correct Link: 200
2024-07-22 00:22:13 [main] INFO  testNGBasePack.BaseClass - correct Link: 200
2024-07-22 00:22:13 [main] INFO  testNGBasePack.BaseClass - correct Link: 200
2024-07-22 00:22:13 [main] INFO  testNGBasePack.BaseClass - correct Link: 200
2024-07-22 00:22:13 [main] INFO  testNGBasePack.BaseClass - correct Link: 200
2024-07-22 00:22:14 [main] INFO  testNGBasePack.BaseClass - correct Link: 200
2024-07-22 00:22:14 [main] INFO  testNGBasePack.BaseClass - correct Link: 200
2024-07-22 00:22:14 [main] INFO  testNGBasePack.BaseClass - correct Link: 200
2024-07-22 00:22:14 [main] INFO  testNGBasePack.BaseClass - Closing browser
2024-07-22 00:34:18 [main] INFO  testNGBasePack.BaseClass - Creating the chrome driver
2024-07-22 00:34:18 [main] INFO  testNGBasePack.BaseClass - Opening google chrome
2024-07-22 00:34:19 [main] INFO  testNGBasePack.BaseClass - Inside method getSearchResult
2024-07-22 00:34:19 [main] INFO  testNGBasePack.BaseClass - Check if we are home page of google.com
2024-07-22 00:34:19 [main] INFO  testNGBasePack.BaseClass - Enter the text in search area amazon
2024-07-22 00:34:19 [main] INFO  testNGBasePack.BaseClass - Click on search
2024-07-22 00:34:21 [main] INFO  testNGBasePack.BaseClass - Inside the test case to fetch all broken links
2024-07-22 00:34:21 [main] INFO  testNGBasePack.BaseClass - Inside method getBrokenLinks
2024-07-22 00:34:22 [main] ERROR testNGBasePack.BaseClass - Link Shop online at Amazon India
Amazon.in
https://www.amazon.in is broken with error code: 503
2024-07-22 00:34:22 [main] INFO  testNGBasePack.BaseClass - correct Link: 200
2024-07-22 00:34:22 [main] INFO  testNGBasePack.BaseClass - correct Link: 200
2024-07-22 00:34:23 [main] INFO  testNGBasePack.BaseClass - correct Link: 200
2024-07-22 00:34:23 [main] INFO  testNGBasePack.BaseClass - correct Link: 200
2024-07-22 00:34:23 [main] INFO  testNGBasePack.BaseClass - correct Link: 200
2024-07-22 00:34:24 [main] INFO  testNGBasePack.BaseClass - correct Link: 200
2024-07-22 00:34:24 [main] INFO  testNGBasePack.BaseClass - correct Link: 200
2024-07-22 00:34:24 [main] INFO  testNGBasePack.BaseClass - correct Link: 200
2024-07-22 00:34:25 [main] INFO  testNGBasePack.BaseClass - correct Link: 200
2024-07-22 00:34:25 [main] INFO  testNGBasePack.BaseClass - correct Link: 200
2024-07-22 00:34:25 [main] ERROR testNGBasePack.BaseClass - Link Amazon Prime is broken with error code: 429
2024-07-22 00:34:26 [main] INFO  testNGBasePack.BaseClass - correct Link: 200
2024-07-22 00:34:26 [main] INFO  testNGBasePack.BaseClass - correct Link: 200
2024-07-22 00:34:27 [main] INFO  testNGBasePack.BaseClass - correct Link: 200
2024-07-22 00:34:27 [main] INFO  testNGBasePack.BaseClass - correct Link: 200
2024-07-22 00:34:29 [main] INFO  testNGBasePack.BaseClass - correct Link: 200
2024-07-22 00:34:32 [main] INFO  testNGBasePack.BaseClass - correct Link: 200
2024-07-22 00:34:33 [main] INFO  testNGBasePack.BaseClass - correct Link: 200
2024-07-22 00:34:34 [main] INFO  testNGBasePack.BaseClass - correct Link: 200
2024-07-22 00:34:34 [main] INFO  testNGBasePack.BaseClass - correct Link: 200
2024-07-22 00:34:34 [main] INFO  testNGBasePack.BaseClass - correct Link: 200
2024-07-22 00:34:35 [main] INFO  testNGBasePack.BaseClass - correct Link: 200
2024-07-22 00:34:35 [main] INFO  testNGBasePack.BaseClass - correct Link: 200
2024-07-22 00:34:36 [main] INFO  testNGBasePack.BaseClass - correct Link: 200
2024-07-22 00:34:36 [main] INFO  testNGBasePack.BaseClass - correct Link: 200
2024-07-22 00:34:36 [main] INFO  testNGBasePack.BaseClass - correct Link: 200
2024-07-22 00:34:37 [main] INFO  testNGBasePack.BaseClass - correct Link: 200
2024-07-22 00:34:37 [main] INFO  testNGBasePack.BaseClass - correct Link: 200
2024-07-22 00:34:37 [main] INFO  testNGBasePack.BaseClass - correct Link: 200
2024-07-22 00:34:37 [main] INFO  testNGBasePack.BaseClass - correct Link: 200
2024-07-22 00:34:38 [main] INFO  testNGBasePack.BaseClass - correct Link: 200
2024-07-22 00:34:38 [main] INFO  testNGBasePack.BaseClass - correct Link: 200
2024-07-22 00:34:38 [main] INFO  testNGBasePack.BaseClass - correct Link: 200
2024-07-22 00:34:39 [main] INFO  testNGBasePack.BaseClass - correct Link: 200
2024-07-22 00:34:39 [main] INFO  testNGBasePack.BaseClass - correct Link: 200
2024-07-22 00:34:39 [main] INFO  testNGBasePack.BaseClass - correct Link: 200
2024-07-22 00:34:39 [main] INFO  testNGBasePack.BaseClass - Closing browser
2024-07-22 00:36:10 [main] INFO  testNGBasePack.BaseClass - Creating the chrome driver
2024-07-22 00:36:10 [main] INFO  testNGBasePack.BaseClass - Opening google chrome
2024-07-22 00:36:12 [main] INFO  testNGBasePack.BaseClass - Inside method getSearchResult
2024-07-22 00:36:12 [main] INFO  testNGBasePack.BaseClass - Check if we are home page of google.com
2024-07-22 00:36:12 [main] INFO  testNGBasePack.BaseClass - Enter the text in search area amazon
2024-07-22 00:36:12 [main] INFO  testNGBasePack.BaseClass - Click on search
2024-07-22 00:36:13 [main] INFO  testNGBasePack.BaseClass - Closing browser
2024-07-22 00:36:48 [main] INFO  testNGBasePack.BaseClass - Creating the chrome driver
2024-07-22 00:36:48 [main] INFO  testNGBasePack.BaseClass - Opening google chrome
2024-07-22 00:36:49 [main] INFO  testNGBasePack.BaseClass - Inside method getSearchResult
2024-07-22 00:36:49 [main] INFO  testNGBasePack.BaseClass - Check if we are home page of google.com
2024-07-22 00:36:49 [main] INFO  testNGBasePack.BaseClass - Enter the text in search area amazon
2024-07-22 00:36:49 [main] INFO  testNGBasePack.BaseClass - Click on search
2024-07-22 00:36:51 [main] INFO  testNGBasePack.BaseClass - Inside the test case to fetch all broken links
2024-07-22 00:36:51 [main] INFO  testNGBasePack.BaseClass - Inside method getBrokenLinks
2024-07-22 00:36:51 [main] INFO  testNGBasePack.BaseClass - correct Link: 200
2024-07-22 00:36:52 [main] INFO  testNGBasePack.BaseClass - correct Link: 200
2024-07-22 00:36:52 [main] INFO  testNGBasePack.BaseClass - correct Link: 200
2024-07-22 00:36:52 [main] INFO  testNGBasePack.BaseClass - correct Link: 200
2024-07-22 00:36:53 [main] INFO  testNGBasePack.BaseClass - correct Link: 200
2024-07-22 00:36:53 [main] INFO  testNGBasePack.BaseClass - correct Link: 200
2024-07-22 00:36:53 [main] ERROR testNGBasePack.BaseClass - Link Amazon.in
Amazon.in
https://www.amazon.in is broken with error code: 503
2024-07-22 00:36:54 [main] INFO  testNGBasePack.BaseClass - correct Link: 200
2024-07-22 00:36:54 [main] INFO  testNGBasePack.BaseClass - correct Link: 200
2024-07-22 00:36:54 [main] ERROR testNGBasePack.BaseClass - Link Women's fashion is broken with error code: 503
2024-07-22 00:36:55 [main] INFO  testNGBasePack.BaseClass - correct Link: 200
2024-07-22 00:36:55 [main] ERROR testNGBasePack.BaseClass - Link Amazon Prime is broken with error code: 429
2024-07-22 00:36:55 [main] INFO  testNGBasePack.BaseClass - correct Link: 200
2024-07-22 00:36:56 [main] INFO  testNGBasePack.BaseClass - correct Link: 200
2024-07-22 00:36:57 [main] INFO  testNGBasePack.BaseClass - correct Link: 200
2024-07-22 00:36:57 [main] INFO  testNGBasePack.BaseClass - correct Link: 200
2024-07-22 00:36:59 [main] INFO  testNGBasePack.BaseClass - correct Link: 200
2024-07-22 00:37:01 [main] INFO  testNGBasePack.BaseClass - correct Link: 200
2024-07-22 00:37:02 [main] INFO  testNGBasePack.BaseClass - correct Link: 200
2024-07-22 00:37:02 [main] INFO  testNGBasePack.BaseClass - correct Link: 200
2024-07-22 00:37:03 [main] INFO  testNGBasePack.BaseClass - correct Link: 200
2024-07-22 00:37:03 [main] INFO  testNGBasePack.BaseClass - correct Link: 200
2024-07-22 00:37:04 [main] INFO  testNGBasePack.BaseClass - correct Link: 200
2024-07-22 00:37:04 [main] INFO  testNGBasePack.BaseClass - correct Link: 200
